pre_class,pyr,pvalb,sst,vip
pyr,0.0002131995344387902,0.00044181443361797644,7.296118441665199e-05,0.00047237123560585944
pvalb,-0.0004620437307613593,-0.0004585720844608476,-0.0004440389587378373,-0.00024776581086036046
sst,-0.00016789794238207236,-0.00016453551963610394,-0.00015487594975007916,-0.00016023968664426657
vip,-6.109536273179227e-05,-0.00013483602109604206,-0.00015996700997974902,-9.67821017020055e-05
