pre_class,pyr,pvalb,sst,vip
pyr,0.0018103847068037528,0.0009169408229416993,0.001278416026505596,0.0014401583950404866
pvalb,0.0012675859404355364,0.0009455390864332579,0.0012361893735122363,0.0010180651840624502
sst,0.0023473651573246547,0.0019173890578562127,0.0017780836035059967,0.0017582580853545506
vip,0.003116114790938551,0.0015027323844979323,0.00254412384415518,0.0015890541076684795
