pre_class,pyr,pvalb,sst,vip
pyr,0.003946934668838223,0.001465317541365895,0.002975599654718861,0.003168777609472508
pvalb,0.006034265814023748,0.0023509395467536985,0.003756879538987152,0.0055594592547607395
sst,0.00745736163593833,0.0038219200131439516,0.006199277238782642,0.004906993089296539
vip,0.00983134754291624,0.002074313329611949,0.009099775175229884,0.0034293833116202125
