pre_class,pyr,pvalb,sst,vip
pyr,-0.31245551433353086,-0.1799524503704389,0.12398458673213009,0.045986458437623556
pvalb,-0.5236351897840251,-0.5029017843915895,-0.3428372845339904,-0.31781827866426887
sst,-0.13474023378875674,-0.1350156930379766,-0.12245649985107851,0.3317599531389833
vip,-0.1630408276198278,-0.1303055798966875,0.08151876821311418,0.04399059211417328
