pre_class,pyr,pvalb,sst,vip
pyr,0.0016803906274082238,0.0012199635449820193,0.0014208374198244325,0.0015853454570979306
pvalb,0.0009411100590358333,0.0010040249737612715,0.0010552237044189868,0.0009691307220390331
sst,0.0011804640018751352,0.0011925232303878139,0.0013967980350417773,0.001339332662728978
vip,0.001840245112969306,0.0013558261087180936,0.0013889885302228314,0.001372801585529684
