pre_class,pyr,pvalb,sst,vip
pyr,0.19684194472866118,0.15013107289081734,0.03874675120456131,0.10091868661605626
pvalb,0.19684194472866118,0.44366873309786115,0.5126889330176485,0.14208728048347274
sst,0.19684194472866118,0.3383855153428234,0.19684194472866118,0.08733261623828434
vip,0.19684194472866118,0.17348650880973926,0.25808615404180746,0.08733261623828434
