pre_class,pyr,pvalb,sst,vip
pyr,0.00033742526969317407,0.00069281134867399,0.0007937246894150398,0.0015511990668629798
pvalb,-0.000488960329745386,-0.0005022506783340131,-0.0005774060007438127,-0.0003805772625808085
sst,-0.0003363443270757857,-0.0003823097031965491,-0.000393208470162796,-0.0007684516550365843
vip,-0.0002528642228176003,-0.00029816694866551446,-0.0004209364964925728,-0.00031155107001554824
