pre_class,pyr,pvalb,sst,vip
pyr,0.04876054616817901,0.022081790273476246,0.10767201541058846,0.04876054616817901
pvalb,0.022081790273476246,0.022081790273476246,0.03542116822082762,0.03542116822082762
sst,0.022081790273476246,0.23775908626191167,0.10767201541058846,0.5250146278448881
vip,0.05883600770529423,0.12992043826769395,0.23775908626191167,0.04876054616817901
