pre_class,pyr,pvalb,sst,vip
pyr,9.831303032115102e-05,0.0002928489411715418,0.0005224318010732532,0.000758758484153077
pvalb,-9.084324119612575e-05,-5.646198223985266e-05,-7.92947357695084e-05,-7.894874943303876e-05
sst,-5.541170321521349e-05,-2.0247040083631873e-05,-5.0994931370951235e-05,-0.00011856824130518362
vip,-7.236710212055186e-05,-1.982555022550514e-05,-2.3033617253531702e-05,-0.00012891092046629637
