pre_class,pyr,pvalb,sst,vip
pyr,-0.08547032666673875,-0.05779034447316796,0.055624998716863966,0.03516261022693794
pvalb,-0.1744216240107403,-0.14109348044106668,-0.06192248329724172,-0.19195788856441434
sst,0.04397746020219718,-0.007618051812336457,-0.007328507343920157,0.19129071720660887
vip,0.02138592385114059,-0.050708492231107044,0.02879446779737187,-0.014894590169763241
